Problem:    f2_1
    63 choose[C,3,U1]
                    *              0             0             1 
    64 choose[C,3,U2]
                    *              1             0             1 
    65 choose[C,3,U3]
                    *              0             0             1 
    66 choose[C,3,U4]
                    *              0             0             1 
    67 choose[D,1,U1]
                    *              0             0             1 
    68 choose[D,1,U2]
                    *              0             0             1 
    69 choose[D,1,U3]
                    *              0             0             1 
    70 choose[D,1,U4]
                    *              1             0             1 
    71 choose[D,2,U1]
                    *              0             0             1 
    72 choose[D,2,U2]
                    *              0             0             1 
    73 choose[D,2,U3]
                    *              0             0             1 
    74 choose[D,2,U4]
                    *              1             0             1 
    75 choose[D,3,U1]
                    *              0             0             1 
    76 choose[D,3,U2]
                    *              0             0             1 
    77 choose[D,3,U3]
                    *              0             0             1 
    78 choose[D,3,U4]
                    *              1             0             1 
    79 X[A,1,A,2]   *              0             0             1 
    80 X[A,1,A,3]   *              0             0             1 
    81 X[A,1,B,1]   *              0             0             1 
    82 X[A,1,B,2]   *              0             0             1 
    83 X[A,1,B,3]   *              0             0             1 
    84 X[A,1,B,4]   *              0             0             1 
    85 X[A,1,C,1]   *              0             0             1 
    86 X[A,1,C,2]   *              0             0             1 
    87 X[A,1,C,3]   *              1             0             1 
    88 X[A,1,D,1]   *              1             0             1 
    89 X[A,1,D,2]   *              1             0             1 
    90 X[A,1,D,3]   *              1             0             1 
    91 X[A,2,A,1]   *              0             0             1 
    92 X[A,2,A,3]   *              0             0             1 
    93 X[A,2,B,1]   *              0             0             1 
    94 X[A,2,B,2]   *              0             0             1 
    95 X[A,2,B,3]   *              0             0             1 
    96 X[A,2,B,4]   *              0             0             1 
    97 X[A,2,C,1]   *              0             0             1 
    98 X[A,2,C,2]   *              0             0             1 
    99 X[A,2,C,3]   *              0             0             1 
   100 X[A,2,D,1]   *              0             0             1 
   101 X[A,2,D,2]   *              0             0             1 
   102 X[A,2,D,3]   *              0             0             1 
   103 X[A,3,A,1]   *              0             0             1 
   104 X[A,3,A,2]   *              0             0             1 
   105 X[A,3,B,1]   *              0             0             1 
   106 X[A,3,B,2]   *              0             0             1 
   107 X[A,3,B,3]   *              0             0             1 
   108 X[A,3,B,4]   *              0             0             1 
   109 X[A,3,C,1]   *              0             0             1 
   110 X[A,3,C,2]   *              0             0             1 
   111 X[A,3,C,3]   *              0             0             1 
   112 X[A,3,D,1]   *              0             0             1 
   113 X[A,3,D,2]   *              0             0             1 
   114 X[A,3,D,3]   *              1             0             1 
   115 X[B,1,A,1]   *              0             0             1 
   116 X[B,1,A,2]   *              1             0             1 
   117 X[B,1,A,3]   *              0             0             1 
   118 X[B,1,B,2]   *              0             0             1 
   119 X[B,1,B,3]   *              0             0             1 
   120 X[B,1,B,4]   *              0             0             1 
   121 X[B,1,C,1]   *              0             0             1 
   122 X[B,1,C,2]   *              1             0             1 
   123 X[B,1,C,3]   *              0             0             1 
   124 X[B,1,D,1]   *              0             0             1 
   125 X[B,1,D,2]   *              0             0             1 
   126 X[B,1,D,3]   *              0             0             1 
   127 X[B,2,A,1]   *              0             0             1 
   128 X[B,2,A,2]   *              0             0             1 
   129 X[B,2,A,3]   *              0             0             1 
   130 X[B,2,B,1]   *              0             0             1 
   131 X[B,2,B,3]   *              1             0             1 
   132 X[B,2,B,4]   *              1             0             1 
   133 X[B,2,C,1]   *              0             0             1 
   134 X[B,2,C,2]   *              0             0             1 
   135 X[B,2,C,3]   *              0             0             1 
   136 X[B,2,D,1]   *              0             0             1 
   137 X[B,2,D,2]   *              0             0             1 
   138 X[B,2,D,3]   *              0             0             1 
   139 X[B,3,A,1]   *              0             0             1 
   140 X[B,3,A,2]   *              0             0             1 
   141 X[B,3,A,3]   *              0             0             1 
   142 X[B,3,B,1]   *              0             0             1 
   143 X[B,3,B,2]   *              0             0             1 
   144 X[B,3,B,4]   *              1             0             1 
   145 X[B,3,C,1]   *              0             0             1 
   146 X[B,3,C,2]   *              0             0             1 
   147 X[B,3,C,3]   *              0             0             1 
   148 X[B,3,D,1]   *              0             0             1 
   149 X[B,3,D,2]   *              0             0             1 
   150 X[B,3,D,3]   *              0             0             1 
   151 X[B,4,A,1]   *              0             0             1 
   152 X[B,4,A,2]   *              0             0             1 
   153 X[B,4,A,3]   *              0             0             1 
   154 X[B,4,B,1]   *              0             0             1 
   155 X[B,4,B,2]   *              0             0             1 
   156 X[B,4,B,3]   *              0             0             1 
   157 X[B,4,C,1]   *              0             0             1 
   158 X[B,4,C,2]   *              0             0             1 
   159 X[B,4,C,3]   *              0             0             1 
   160 X[B,4,D,1]   *              0             0             1 
   161 X[B,4,D,2]   *              0             0             1 
   162 X[B,4,D,3]   *              0             0             1 
   163 X[C,1,A,1]   *              0             0             1 
   164 X[C,1,A,2]   *              0             0             1 
   165 X[C,1,A,3]   *              1             0             1 
   166 X[C,1,B,1]   *              0             0             1 
   167 X[C,1,B,2]   *              0             0             1 
   168 X[C,1,B,3]   *              0             0             1 
   169 X[C,1,B,4]   *              0             0             1 
   170 X[C,1,C,2]   *              0             0             1 
   171 X[C,1,C,3]   *              1             0             1 
   172 X[C,1,D,1]   *              0             0             1 
   173 X[C,1,D,2]   *              0             0             1 
   174 X[C,1,D,3]   *              0             0             1 
   175 X[C,2,A,1]   *              0             0             1 
   176 X[C,2,A,2]   *              1             0             1 
   177 X[C,2,A,3]   *              0             0             1 
   178 X[C,2,B,1]   *              0             0             1 
   179 X[C,2,B,2]   *              0             0             1 
   180 X[C,2,B,3]   *              0             0             1 
   181 X[C,2,B,4]   *              0             0             1 
   182 X[C,2,C,1]   *              0             0             1 
   183 X[C,2,C,3]   *              0             0             1 
   184 X[C,2,D,1]   *              0             0             1 
   185 X[C,2,D,2]   *              0             0             1 
   186 X[C,2,D,3]   *              0             0             1 
   187 X[C,3,A,1]   *              0             0             1 
   188 X[C,3,A,2]   *              0             0             1 
   189 X[C,3,A,3]   *              1             0             1 
   190 X[C,3,B,1]   *              0             0             1 
   191 X[C,3,B,2]   *              0             0             1 
   192 X[C,3,B,3]   *              0             0             1 
   193 X[C,3,B,4]   *              0             0             1 
   194 X[C,3,C,1]   *              0             0             1 
   195 X[C,3,C,2]   *              0             0             1 
   196 X[C,3,D,1]   *              0             0             1 
   197 X[C,3,D,2]   *              0             0             1 
   198 X[C,3,D,3]   *              0             0             1 
   199 X[D,1,A,1]   *              0             0             1 
   200 X[D,1,A,2]   *              0             0             1 
   201 X[D,1,A,3]   *              0             0             1 
   202 X[D,1,B,1]   *              0             0             1 
   203 X[D,1,B,2]   *              0             0             1 
   204 X[D,1,B,3]   *              0             0             1 
   205 X[D,1,B,4]   *              0             0             1 
   206 X[D,1,C,1]   *              0             0             1 
   207 X[D,1,C,2]   *              0             0             1 
   208 X[D,1,C,3]   *              1             0             1 
   209 X[D,1,D,2]   *              1             0             1 
   210 X[D,1,D,3]   *              1             0             1 
   211 X[D,2,A,1]   *              0             0             1 
   212 X[D,2,A,2]   *              0             0             1 
   213 X[D,2,A,3]   *              0             0             1 
   214 X[D,2,B,1]   *              0             0             1 
   215 X[D,2,B,2]   *              0             0             1 
   216 X[D,2,B,3]   *              0             0             1 
   217 X[D,2,B,4]   *              0             0             1 
   218 X[D,2,C,1]   *              0             0             1 
   219 X[D,2,C,2]   *              0             0             1 
   220 X[D,2,C,3]   *              0             0             1 
   221 X[D,2,D,1]   *              0             0             1 
   222 X[D,2,D,3]   *              1             0             1 
   223 X[D,3,A,1]   *              0             0             1 
   224 X[D,3,A,2]   *              0             0             1 
   225 X[D,3,A,3]   *              0             0             1 
   226 X[D,3,B,1]   *              0             0             1 
   227 X[D,3,B,2]   *              0             0             1 
   228 X[D,3,B,3]   *              0             0             1 
   229 X[D,3,B,4]   *              0             0             1 
   230 X[D,3,C,1]   *              0             0             1 
   231 X[D,3,C,2]   *              0             0             1 
   232 X[D,3,C,3]   *              0             0             1 
   233 X[D,3,D,1]   *              0             0             1 
   234 X[D,3,D,2]   *              0             0             1 
   235 makespan                   43             0               

Integer feasibility conditions:

KKT.PE: max.abs.err = 0.00e+00 on row 0
        max.rel.err = 0.00e+00 on row 0
        High quality

KKT.PB: max.abs.err = 0.00e+00 on row 0
        max.rel.err = 0.00e+00 on row 0
        High quality

End of output
